"REPORT_ID","Sex","AGE_GROUP","Thrown Out","Injury Extent","Seat Belt","YEAR"
"2019-2505-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2523-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2524-13/09/2024","Male","65","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-2533-13/09/2024","Female","36","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2541-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2552-13/09/2024","Male","21","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2558-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2561-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2582-13/09/2024","Female","54","Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-2583-13/09/2024","Male","62","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2583-13/09/2024","Female","61","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2596-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2600-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2606-13/09/2024","Male","49","Thrown Out","By Private","Not Worn","2019"
"2019-2612-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2632-13/09/2024","Male","40","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2633-13/09/2024","Male","25","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2638-13/09/2024","Female","27","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2639-13/09/2024","Male","12","Thrown Out","By Private","Not Worn","2019"
"2019-2661-13/09/2024","Female","60","Thrown Out","By Private","Not Worn","2019"
"2019-2669-13/09/2024","Female","34","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2673-13/09/2024","Male","46","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2676-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2679-13/09/2024","Female","39","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2680-13/09/2024","Female","41","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-2728-13/09/2024","Male","45","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2730-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2737-13/09/2024","Male","50","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2738-13/09/2024","Female","10","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2754-13/09/2024","Male","63","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2759-13/09/2024","Male","02","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2766-13/09/2024","Male","64","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2772-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2785-13/09/2024","Male","20","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2793-13/09/2024","Male","27","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2802-13/09/2024","Female","49","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2803-13/09/2024","Male","70","Thrown Out","Fatal","Not Worn","2019"
"2019-2804-13/09/2024","Male","73","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2804-13/09/2024","Female","72","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2804-13/09/2024","Male","49","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2809-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2809-13/09/2024","Female","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2816-13/09/2024","Female","21","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2833-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2858-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2860-13/09/2024","Male","51","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2872-13/09/2024","Male","15","Thrown Out","Admitted to Hospital","Not Fitted","2019"
"2019-2881-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2887-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2893-13/09/2024","Male","49","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2911-13/09/2024","Male","25","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2917-13/09/2024","Male","24","Thrown Out","By Private","Not Worn","2019"
"2019-2925-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2931-13/09/2024","Male","40","Unknown","Fatal","Not Worn","2019"
"2019-2933-13/09/2024","Female","48","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2951-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2953-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2955-13/09/2024","Female","49","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2960-13/09/2024","Female","40","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2960-13/09/2024","Female","37","Unknown","Treated at Hospital","Not Worn","2019"
"2019-2966-13/09/2024","Male","35","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-2967-13/09/2024","Female","60","Thrown Out","Fatal","Fitted - Not Worn","2019"
"2019-2971-13/09/2024","Male","41","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-2971-13/09/2024","Female","29","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-2983-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-2983-13/09/2024","Male","39","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-3009-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3013-13/09/2024","Male","61","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3059-13/09/2024","Male","31","Thrown Out","By Private","Not Worn","2019"
"2019-3076-13/09/2024","Male","10","Thrown Out","By Private","Not Worn","2019"
"2019-3087-13/09/2024","Unknown","XXX","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3088-13/09/2024","Male","47","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3092-13/09/2024","Male","56","Thrown Out","By Private","Not Worn","2019"
"2019-3095-13/09/2024","Male","73","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3097-13/09/2024","Male","57","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3104-13/09/2024","Female","18","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3107-13/09/2024","Male","38","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3109-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3129-13/09/2024","Male","06","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-3161-13/09/2024","Male","24","Thrown Out","By Private","Not Worn","2019"
"2019-3164-13/09/2024","Male","68","Unknown","By Private","Not Worn","2019"
"2019-3175-13/09/2024","Male","37","Thrown Out","Fatal","Not Worn","2019"
"2019-3190-13/09/2024","Male","12","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3191-13/09/2024","Male","XXX","Thrown Out","By Private","Not Worn","2019"
"2019-3194-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3209-13/09/2024","Male","24","Unknown","By Private","Not Worn","2019"
"2019-3215-13/09/2024","Female","23","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3223-13/09/2024","Female","28","Thrown Out","By Private","Not Worn","2019"
"2019-3227-13/09/2024","Female","55","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3230-13/09/2024","Male","51","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3231-13/09/2024","Male","42","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3239-13/09/2024","Female","55","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3245-13/09/2024","Male","61","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3247-13/09/2024","Male","31","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3270-13/09/2024","Male","91","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3273-13/09/2024","Male","66","Thrown Out","Fatal","Not Worn","2019"
"2019-3294-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3294-13/09/2024","Male","12","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-3296-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3300-13/09/2024","Male","63","Not Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3306-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3343-13/09/2024","Male","58","Thrown Out","By Private","Not Worn","2019"
"2019-3379-13/09/2024","Male","34","Unknown","By Private","Not Worn","2019"
"2019-3380-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3385-13/09/2024","Female","56","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3386-13/09/2024","Male","46","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3402-13/09/2024","Male","48","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3407-13/09/2024","Female","40","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3408-13/09/2024","Female","31","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-3411-13/09/2024","Female","27","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-3411-13/09/2024","Male","28","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-3411-13/09/2024","Female","25","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-3414-13/09/2024","Male","70","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3447-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3450-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3466-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3472-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3500-13/09/2024","Male","85","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3501-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3505-13/09/2024","Female","79","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3512-13/09/2024","Female","17","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3515-13/09/2024","Male","44","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3523-13/09/2024","Male","68","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3531-13/09/2024","Male","37","Thrown Out","By Private","Not Worn","2019"
"2019-3537-13/09/2024","Female","22","Thrown Out","By Private","Not Worn","2019"
"2019-3540-13/09/2024","Male","60","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-3549-13/09/2024","Male","20","Thrown Out","By Private","Not Worn","2019"
"2019-3572-13/09/2024","Male","86","Not Thrown Out","Fatal","Fitted - Not Worn","2019"
"2019-3578-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3600-13/09/2024","Female","26","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3603-13/09/2024","Male","24","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3626-13/09/2024","Male","18","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3634-13/09/2024","Male","58","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3652-13/09/2024","Male","32","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3654-13/09/2024","Female","17","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3662-13/09/2024","Male","83","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3675-13/09/2024","Female","57","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3682-13/09/2024","Male","16","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3688-13/09/2024","Female","59","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3691-13/09/2024","Female","24","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3702-13/09/2024","Male","52","Unknown","By Private","Not Worn","2019"
"2019-3712-13/09/2024","Male","42","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3714-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3724-13/09/2024","Female","52","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3728-13/09/2024","Male","32","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3739-13/09/2024","Female","43","Unknown","By Private","Not Worn","2019"
"2019-3749-13/09/2024","Male","61","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3771-13/09/2024","Female","28","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-3772-13/09/2024","Male","69","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3773-13/09/2024","Male","70","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3776-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3778-13/09/2024","Female","69","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3794-13/09/2024","Male","14","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3797-13/09/2024","Female","22","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-3799-13/09/2024","Male","29","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3803-13/09/2024","Male","92","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3807-13/09/2024","Male","35","Not Thrown Out","Fatal","Fitted - Not Worn","2019"
"2019-3812-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3834-13/09/2024","Male","44","Thrown Out","By Private","Not Worn","2019"
"2019-3839-13/09/2024","Male","68","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3845-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3853-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3884-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3886-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3893-13/09/2024","Male","65","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3897-13/09/2024","Female","68","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3918-13/09/2024","Male","32","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-3924-13/09/2024","Male","46","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3953-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3956-13/09/2024","Male","56","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3964-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3965-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3971-13/09/2024","Female","56","Unknown","Treated at Hospital","Not Worn","2019"
"2019-3984-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-3990-13/09/2024","Male","65","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-4000-13/09/2024","Male","57","Thrown Out","By Private","Not Worn","2019"
"2019-4004-13/09/2024","Male","29","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4011-13/09/2024","Female","47","Not Thrown Out","By Private","Fitted - Not Worn","2019"
"2019-4020-13/09/2024","Male","36","Not Thrown Out","Fatal","Fitted - Not Worn","2019"
"2019-4036-13/09/2024","Male","53","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4047-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4065-13/09/2024","Male","51","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4074-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4103-13/09/2024","Male","31","Thrown Out","By Private","Not Worn","2019"
"2019-4108-13/09/2024","Male","65","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4141-13/09/2024","Female","63","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-4146-13/09/2024","Female","65","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-4159-13/09/2024","Male","23","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4160-13/09/2024","Male","49","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4225-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4230-13/09/2024","Male","78","Unknown","Treated at Hospital","Not Worn","2019"
"2019-4261-13/09/2024","Male","47","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4325-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4330-13/09/2024","Male","41","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4339-13/09/2024","Male","14","Unknown","Treated at Hospital","Not Worn","2019"
"2019-4358-13/09/2024","Male","51","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4408-13/09/2024","Male","67","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-4411-13/09/2024","Male","29","Unknown","Treated at Hospital","Not Worn","2019"
"2019-4413-13/09/2024","Male","59","Thrown Out","Fatal","Not Worn","2019"
"2019-4419-13/09/2024","Male","36","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-4421-13/09/2024","Male","29","Thrown Out","By Private","Not Worn","2019"
"2019-4426-13/09/2024","Male","57","Thrown Out","Admitted to Hospital","Not Worn","2019"
